Shipping_Days,Sales,Quantity,Profit,Discount,Region,State,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Product ID,Category,Sub-Category,Product Name,Manufacturer,Returned,Return Reason,Notes
4,61.03,4,30.52,0,East,Massachusetts,2031,CA-2016-117961,11/26/2016,11/30/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,1453,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,,No,,
4,10.94,3,5.1465,0,East,Massachusetts,2032,CA-2016-117961,11/26/2016,11/30/2016,Standard Class,GP-14740,Guy Phonely,Corporate,United States,Leominster,1453,OFF-PA-10001274,Office Supplies,Paper,Loose Memo Sheets,,No,,
4,162.63,2,45.5392,0,East,New Jersey,2046,CA-2017-131835,7/17/2017,7/21/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,8861,OFF-AP-10004487,Office Supplies,Appliances,Kensington 4 Outlet MasterPiece Compact Power Control Center,,No,,
4,55.47,1,26.6304,0,East,New Jersey,2048,CA-2017-131835,7/17/2017,7/21/2017,Standard Class,MC-17590,Matt Collister,Corporate,United States,Perth Amboy,8861,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",,No,,
3,39.89,5,19.95,0,East,Maryland,2077,CA-2018-140676,9/12/2018,9/15/2018,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,21215,OFF-PA-10004082,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",,No,,
3,90.85,7,26.3494,0,East,Maryland,2078,CA-2018-140676,9/12/2018,9/15/2018,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,21215,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,,No,,
3,94.84,5,45.528,0,East,Maryland,2079,CA-2018-140676,9/12/2018,9/15/2018,First Class,BF-11080,Bart Folk,Consumer,United States,Baltimore,21215,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,,No,,
5,122.12,4,56.1752,0,East,New York,2085,CA-2017-140501,6/23/2017,6/28/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,10009,OFF-LA-10003510,Office Supplies,Labels,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",,No,,
5,18.44,5,8.6715,0,East,New York,2086,CA-2017-140501,6/23/2017,6/28/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,10009,OFF-LA-10000248,Office Supplies,Labels,Avery 52,,No,,
5,324.89,5,38.988,0,East,New York,2087,CA-2017-140501,6/23/2017,6/28/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,10009,OFF-ST-10000060,Office Supplies,Storage,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,,No,,
5,146.72,3,68.9631,0,East,New York,2088,CA-2017-140501,6/23/2017,6/28/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,10009,OFF-PA-10003129,Office Supplies,Paper,Tops White Computer Printout Paper,,No,,
5,3.96,2,1.4652,0,East,New York,2089,CA-2017-140501,6/23/2017,6/28/2017,Standard Class,IM-15070,Irene Maddox,Consumer,United States,New York City,10009,OFF-FA-10004076,Office Supplies,Fasteners,Translucent Push Pins by OIC,,No,,
4,26.55,3,13.0095,0,East,Delaware,2091,CA-2018-166142,7/15/2018,7/19/2018,Standard Class,MM-17260,Magdelene Morse,Consumer,United States,Wilmington,19805,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,GBC,Yes,No Longer Needed,
4,221.91,4,106.5216,0,East,New York,2104,CA-2018-167101,3/24/2018,3/28/2018,Second Class,BM-11650,Brian Moss,Corporate,United States,New York City,10009,OFF-PA-10000357,Office Supplies,Paper,Xerox 1888,,No,,
2,33.28,4,9.3184,0,East,New Hampshire,2130,US-2015-114188,5/20/2015,5/22/2015,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,3820,OFF-AP-10000124,Office Supplies,Appliances,Acco 6 Outlet Guardian Basic Surge Suppressor,,No,,
2,38.52,9,11.9412,0,East,New Hampshire,2131,US-2015-114188,5/20/2015,5/22/2015,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,3820,OFF-AR-10004511,Office Supplies,Art,"Sanford Colorific Scented Colored Pencils, 12/Pack",,No,,
2,139.86,7,60.1398,0,East,New Hampshire,2132,US-2015-114188,5/20/2015,5/22/2015,Second Class,RF-19345,Randy Ferguson,Corporate,United States,Dover,3820,FUR-FU-10000076,Furniture,Furnishings,24-Hour Round Wall Clock,,No,,
6,19.64,3,9.039,0,East,New York,2133,CA-2016-156524,11/20/2016,11/26/2016,Standard Class,DL-12865,Dan Lawera,Consumer,United States,New York City,10011,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",,No,,
0,146.81,3,73.41,0,East,New York,2139,US-2018-157896,11/16/2018,11/16/2018,Same Day,CB-12415,Christy Brittain,Consumer,United States,New York City,10009,OFF-PA-10004092,Office Supplies,Paper,Tops Green Bar Computer Printout Paper,,No,,
5,17.14,2,4.4564,0,East,New York,2141,CA-2015-159520,6/6/2015,6/11/2015,Standard Class,GT-14635,Grant Thornton,Corporate,United States,Long Beach,11561,OFF-SU-10001664,Office Supplies,Supplies,Acme Office Executive Series Stainless Steel Trimmers,,No,,
5,84.95,5,22.087,0,East,New York,2150,CA-2018-102771,3/31/2018,4/5/2018,Standard Class,DO-13435,Denny Ordway,Consumer,United States,New York City,10035,TEC-PH-10001536,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,,No,,
4,14.94,3,7.0218,0,East,Massachusetts,2153,CA-2016-123505,11/22/2016,11/26/2016,Standard Class,AR-10540,Andy Reiter,Consumer,United States,Quincy,2169,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,,No,,
4,44.39,3,22.2,0,East,New York,2181,CA-2017-128818,5/7/2017,5/11/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,10009,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,,No,,
4,3999.94,5,1159.9855,0,East,New York,2183,CA-2017-128818,5/7/2017,5/11/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,10009,TEC-MA-10000488,Technology,Machines,Bady BDG101FRU Card Printer,,No,,
4,199.94,5,21.9945,0,East,New York,2184,CA-2017-128818,5/7/2017,5/11/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,10009,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,,No,,
4,63.68,8,28.0192,0,East,New York,2185,CA-2017-128818,5/7/2017,5/11/2017,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,New York City,10009,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,,No,,
4,16.52,4,7.5992,0,East,New York,2209,CA-2016-129854,8/22/2016,8/26/2016,Standard Class,RB-19705,Roger Barcio,Home Office,United States,New York City,10009,OFF-AR-10000390,Office Supplies,Art,Newell Chalk Holder,,No,,
2,832.92,7,233.2204,0,East,Connecticut,2210,CA-2015-125556,11/14/2015,11/16/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,6824,TEC-PH-10001079,Technology,Phones,Polycom SoundPoint Pro SE-225 Corded phone,,No,,
2,43.79,10,21.024,0,East,Connecticut,2211,CA-2015-125556,11/14/2015,11/16/2015,Second Class,ML-17410,Maris LaWare,Consumer,United States,Fairfield,6824,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,,No,,
4,27.42,1,11.2422,0,East,New York,2213,CA-2018-107874,11/21/2018,11/25/2018,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,10035,FUR-FU-10003535,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,,No,,
5,205.03,7,67.6599,0,East,Vermont,2235,CA-2018-104066,12/5/2018,12/10/2018,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,,No,,
5,437.85,3,131.355,0,East,Maine,2256,CA-2017-164091,9/17/2017,9/22/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,4401,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,,No,,
5,109.48,2,33.9388,0,East,Maine,2257,CA-2017-164091,9/17/2017,9/22/2017,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,4401,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",,No,,
0,166.24,1,24.936,0,East,New York,2262,US-2016-137960,12/18/2016,12/18/2016,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,10035,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,,No,,
6,6.48,1,3.1104,0,East,New York,2269,CA-2018-105480,12/20/2018,12/26/2018,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,14609,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,,No,,
2,48.15,7,22.1536,0,East,Connecticut,2283,CA-2017-132143,9/3/2017,9/5/2017,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,6457,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16"" x 11""",,No,,
5,4.95,1,1.3365,0,East,New York,2294,CA-2016-130995,11/1/2016,11/6/2016,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,New York City,10009,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,,No,,
4,181.94,3,38.2095,0,East,Connecticut,2295,CA-2018-127929,12/23/2018,12/27/2018,Standard Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,6457,FUR-FU-10003708,Furniture,Furnishings,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",,No,,
4,13.52,4,6.2192,0,East,New York,2296,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,10011,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,,No,,
4,259.69,5,106.477,0,East,New York,2297,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,10011,FUR-FU-10000965,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",,No,,
4,42.95,1,1.2885,0,East,New York,2298,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,10011,TEC-PH-10001527,Technology,Phones,Plantronics MX500i Earset,,No,,
4,1399.93,7,601.9699,0,East,New York,2299,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,10011,TEC-AC-10001838,Technology,Accessories,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,,No,,
4,503.95,4,125.99,0,East,New York,2300,CA-2016-113145,11/1/2016,11/5/2016,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,New York City,10011,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,,No,,
4,390.75,5,171.93,0,East,New York,2308,CA-2018-116225,11/5/2018,11/9/2018,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,New York City,10009,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,,No,,
4,12.96,2,6.2208,0,East,New York,2328,CA-2016-105102,9/15/2016,9/19/2016,Second Class,BM-11575,Brendan Murry,Corporate,United States,New York City,10035,OFF-PA-10002365,Office Supplies,Paper,Xerox 1967,,No,,
0,10.85,3,5.1042,0,East,Connecticut,2336,CA-2018-152695,12/10/2018,12/10/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,6824,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,,No,,
0,426.79,7,123.7691,0,East,Connecticut,2337,CA-2018-152695,12/10/2018,12/10/2018,Same Day,CC-12220,Chris Cortes,Consumer,United States,Fairfield,6824,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,,No,,
0,25.92,4,12.4416,0,East,New York,2338,CA-2015-110639,8/23/2015,8/23/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,10009,OFF-PA-10003936,Office Supplies,Paper,Xerox 1994,,No,,
0,45.92,4,22.5008,0,East,New York,2339,CA-2015-110639,8/23/2015,8/23/2015,Same Day,RH-19495,Rick Hansen,Consumer,United States,New York City,10009,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,,No,,
3,63.20,5,23.384,0,East,Massachusetts,2342,US-2015-143231,12/31/2015,1/3/2016,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,2038,FUR-FU-10002501,Furniture,Furnishings,Nu-Dell Executive Frame,,No,,
3,113.97,3,27.3528,0,East,Massachusetts,2343,US-2015-143231,12/31/2015,1/3/2016,First Class,GM-14455,Gary Mitchum,Home Office,United States,Franklin,2038,TEC-AC-10000358,Technology,Accessories,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,,No,,
4,34.85,7,16.3842,0,East,New York,2361,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,10024,OFF-PA-10002960,Office Supplies,Paper,Xerox 1926,,No,,
4,155.03,4,75.9696,0,East,New York,2362,US-2015-148838,3/17/2015,3/21/2015,Standard Class,CP-12340,Christine Phan,Corporate,United States,New York City,10024,OFF-PA-10000919,Office Supplies,Paper,Xerox 1918,,No,,
3,23.12,4,11.3288,0,East,Maryland,2368,CA-2018-123659,2/10/2018,2/13/2018,First Class,MN-17935,Michael Nguyen,Consumer,United States,Clinton,20735,OFF-PA-10002464,Office Supplies,Paper,HP Office Recycled Paper (20Lb. and 87 Bright),,No,,
4,6.48,1,3.1104,0,East,New York,2390,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,10009,OFF-PA-10004255,Office Supplies,Paper,Xerox 219,,No,,
4,41.85,7,20.5114,0,East,New York,2391,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,10009,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,,No,,
4,1619.91,9,97.1946,0,East,New York,2392,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,10009,TEC-AC-10002637,Technology,Accessories,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),,No,,
4,113.92,4,42.1504,0,East,New York,2393,US-2016-127040,12/6/2016,12/10/2016,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,New York City,10009,FUR-FU-10002878,Furniture,Furnishings,"Seth Thomas 14"" Day/Date Wall Clock",,No,,
6,39.68,2,10.3168,0,East,Massachusetts,2394,CA-2017-128111,3/17/2017,3/23/2017,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Malden,2148,OFF-AR-10000588,Office Supplies,Art,Newell 345,,No,,
5,37.60,2,2.256,0,East,New York,2395,CA-2016-137897,11/14/2016,11/19/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,10035,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,,No,,
5,59.89,2,23.96,0,East,New York,2396,CA-2016-137897,11/14/2016,11/19/2016,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,New York City,10035,TEC-AC-10001267,Technology,Accessories,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,,No,,
5,301.95,2,60.392,0,East,Massachusetts,2416,CA-2016-146087,7/6/2016,7/11/2016,Standard Class,PP-18955,Paul Prost,Home Office,United States,Holyoke,1040,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,,No,,
5,662.84,4,172.3384,0,East,New Jersey,2443,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,7055,OFF-AP-10003217,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,,No,,
5,95.09,5,30.432,0,East,New Jersey,2444,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,7055,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,,No,,
5,26.87,6,12.9024,0,East,New Jersey,2445,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,7055,OFF-EN-10002973,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,,No,,
5,257.98,2,74.8142,0,East,New Jersey,2446,CA-2017-146934,5/22/2017,5/27/2017,Standard Class,AF-10870,Art Ferguson,Consumer,United States,Passaic,7055,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,,No,,
5,18.75,5,9,0,East,New York,2451,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,OFF-LA-10000081,Office Supplies,Labels,Avery 496,,No,,
5,119.7,6,31.122,0,East,New York,2452,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,TEC-PH-10000149,Technology,Phones,Cisco SPA525G2 IP Phone - Wireless,,No,,
5,57.06,3,18.2592,0,East,New York,2454,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,TEC-AC-10002399,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,,No,,
5,71.59,8,13.604,0,East,New York,2455,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,,No,,
5,107.44,8,27.9344,0,East,New York,2456,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",,No,,
5,7.30,1,3.4357,0,East,New York,2457,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,OFF-LA-10004093,Office Supplies,Labels,Avery 486,,No,,
5,59.10,6,22.458,0,East,New York,2458,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,,No,,
5,46.53,3,12.0978,0,East,New York,2459,CA-2018-140949,3/17/2018,3/22/2018,Second Class,DB-13405,Denny Blanton,Consumer,United States,New York City,10011,OFF-ST-10003455,Office Supplies,Storage,"Tenex File Box, Personal Filing Tote with Lid, Black",,No,,
6,97.84,2,25.4384,0,East,New Jersey,2460,CA-2018-138548,8/15/2018,8/21/2018,Standard Class,JG-15160,James Galang,Consumer,United States,Plainfield,7060,OFF-AP-10002578,Office Supplies,Appliances,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",,No,,
6,136.99,1,36.9873,0,East,New York,2465,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,10009,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,,No,,
6,3.14,1,1.512,0,East,New York,2466,CA-2018-148691,12/3/2018,12/9/2018,Standard Class,CS-12460,Chuck Sachs,Consumer,United States,New York City,10009,OFF-LA-10001317,Office Supplies,Labels,Avery 520,,No,,
6,5.46,3,1.4742,0,East,New York,2479,CA-2015-145212,9/13/2015,9/19/2015,Standard Class,DC-12850,Dan Campbell,Consumer,United States,New York City,10011,OFF-AR-10002833,Office Supplies,Art,Newell 322,,No,,
2,85.51,2,22.2352,0,East,Delaware,2487,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,19711,OFF-ST-10001837,Office Supplies,Storage,"SAFCO Mobile Desk Side File, Wire Frame",,No,,
2,9.83,3,2.6568,0,East,Delaware,2488,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,19711,OFF-AR-10001473,Office Supplies,Art,Newell 313,,No,,
2,20.03,3,9.6192,0,East,Delaware,2489,CA-2016-104514,1/2/2016,1/4/2016,Second Class,CB-12535,Claudia Bergmann,Corporate,United States,Newark,19711,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,,No,,
4,631.96,4,303.3408,0,East,New York,2490,CA-2016-141040,10/9/2016,10/13/2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,10024,TEC-PH-10001835,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,,No,,
4,23.92,4,10.764,0,East,New York,2491,CA-2016-141040,10/9/2016,10/13/2016,Second Class,TB-21250,Tim Brockman,Consumer,United States,New York City,10024,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,,No,,
4,4548.81,7,1228.1787,0,East,New York,2493,CA-2015-144624,11/19/2015,11/23/2015,Standard Class,JM-15865,John Murray,Consumer,United States,Jamestown,14701,TEC-PH-10002885,Technology,Phones,Apple iPhone 5,,No,,
5,129.93,3,12.993,0,East,New Jersey,2518,CA-2018-123134,5/2/2018,5/7/2018,Standard Class,DW-13585,Dorothy Wardle,Corporate,United States,Westfield,7090,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,,No,,
6,173.94,3,13.9152,0,East,Massachusetts,2544,US-2017-114174,9/8/2017,9/14/2017,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,2148,FUR-BO-10003450,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Dark Cherry Finish",,No,,
6,14.76,4,6.9372,0,East,Massachusetts,2545,US-2017-114174,9/8/2017,9/14/2017,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Malden,2148,OFF-LA-10000248,Office Supplies,Labels,Avery 52,,No,,
5,15.02,1,2.7036,0,East,New York,2564,CA-2016-110632,3/17/2016,3/22/2016,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,10009,TEC-AC-10000387,Technology,Accessories,KeyTronic KT800P2 - Keyboard - Black,,No,,
5,33.82,2,9.1314,0,East,New York,2565,CA-2016-110632,3/17/2016,3/22/2016,Second Class,HR-14830,Harold Ryan,Corporate,United States,New York City,10009,OFF-ST-10001291,Office Supplies,Storage,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",,No,,
4,478.07,8,133.8624,0,East,New York,2569,CA-2018-148929,9/7/2018,9/11/2018,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,New York City,10011,OFF-ST-10003282,Office Supplies,Storage,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",,No,,
6,248.56,7,67.1139,0,East,New York,2587,CA-2018-131695,6/30/2018,7/6/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,10024,OFF-ST-10001476,Office Supplies,Storage,Steel Personal Filing/Posting Tote,,No,,
6,22.23,1,9.7812,0,East,New York,2588,CA-2018-131695,6/30/2018,7/6/2018,Standard Class,RA-19285,Ralph Arnett,Consumer,United States,New York City,10024,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",,No,,
6,121.94,2,35.3626,0,East,New York,2600,CA-2018-108553,4/23/2018,4/29/2018,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,10024,OFF-AP-10000026,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,,No,,
6,122.70,7,36.813,0,East,New York,2601,CA-2018-108553,4/23/2018,4/29/2018,Standard Class,SK-19990,Sally Knutson,Consumer,United States,New York City,10024,OFF-SU-10002573,Office Supplies,Supplies,"Acme 10"" Easy Grip Assistive Scissors",,No,,
0,14.94,3,7.0218,0,East,New York,2602,CA-2017-165848,6/4/2017,6/4/2017,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,10035,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,,No,,
0,1349.84,3,364.4595,0,East,New York,2603,CA-2017-165848,6/4/2017,6/4/2017,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,10035,TEC-MA-10003356,Technology,Machines,Panasonic KX MC6040 Color Laser Multifunction Printer,,No,,
0,61.11,4,20.7808,0,East,New York,2605,CA-2017-165848,6/4/2017,6/4/2017,Same Day,EN-13780,Edward Nazzal,Consumer,United States,New York City,10035,FUR-FU-10003878,Furniture,Furnishings,"Linden 10"" Round Wall Clock, Black",,No,,
2,2399.59,8,647.892,0,East,New York,2625,CA-2018-127180,10/22/2018,10/24/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,10024,TEC-PH-10001494,Technology,Phones,Polycom CX600 IP Phone VoIP phone,,No,,
2,63.89,5,28.755,0,East,New York,2626,CA-2018-127180,10/22/2018,10/24/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,10024,OFF-EN-10002500,Office Supplies,Envelopes,Globe Weis Peel & Seel First Class Envelopes,,No,,
2,52.99,1,0.5299,0,East,New York,2627,CA-2018-127180,10/22/2018,10/24/2018,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,10024,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,,No,,
6,19.03,4,9.3296,0,East,New York,2638,CA-2018-108441,6/12/2018,6/18/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,10035,OFF-PA-10000697,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",,No,,
6,64.14,3,16.6764,0,East,New York,2640,CA-2018-108441,6/12/2018,6/18/2018,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,10035,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,,No,,
4,1979.89,11,494.9725,0,East,New York,2661,CA-2018-123372,11/28/2018,12/2/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,10035,TEC-PH-10002834,Technology,Phones,Google Nexus 5,,No,,
4,79.95,2,35.982,0,East,New York,2662,CA-2018-123372,11/28/2018,12/2/2018,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,10035,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",,No,,
3,166.44,3,79.8912,0,East,Massachusetts,2671,CA-2015-126403,9/9/2015,9/12/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,1852,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,,No,,
3,785.88,6,212.1876,0,East,Massachusetts,2672,CA-2015-126403,9/9/2015,9/12/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,1852,FUR-CH-10003761,Furniture,Chairs,Global Italian Leather Office Chair,Global,Yes,Incorrect Product Ordered,Customer didn't realize that the item was in the order - M. Gomez
3,26.19,2,12.838,0,East,Massachusetts,2673,CA-2015-126403,9/9/2015,9/12/2015,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,1852,OFF-PA-10004665,Office Supplies,Paper,Advantus Motivational Note Cards,Advantus,Yes,Incorrect Product Ordered,
